statusId | label
7|climbing
statusId|sensorName|value|timestamp
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0042611877,0.009587673,-0.0042611877,0.0031958907]|1525740462811
7|3-axis Gyroscope|[0.0,0.0021305939,0.0010652969]|1525740462811
7|Game Rotation Vector|[0.015192705,0.009369747,-0.38261434,0.9237354]|1525740462811
7|Linear Acceleration|[0.034770638,-0.0038273484,0.058921814]|1525740462811
7|Gravity|[-0.2837676,0.20494029,9.800401]|1525740462811
7|3-axis Accelerometer|[-0.23942018,0.19632454,9.797073]|1525740462816
7|3-axis Uncalibrated Gyroscope|[0.0085223755,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462816
7|3-axis Gyroscope|[-0.0010652969,0.0021305939,0.0]|1525740462816
7|Game Rotation Vector|[0.015190142,0.00936746,-0.38261437,0.92373544]|1525740462816
7|Linear Acceleration|[0.044286788,-0.008586481,-0.0033302307]|1525740462816
7|Gravity|[-0.28370696,0.20491102,9.800404]|1525740462816
7|3-axis Uncalibrated Gyroscope|[0.0085223755,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462821
7|3-axis Gyroscope|[-0.0010652969,0.0021305939,0.0]|1525740462821
7|Game Rotation Vector|[0.015187567,0.009365123,-0.3826144,0.9237355]|1525740462821
7|Linear Acceleration|[0.044225127,-0.008557394,-0.0033330917]|1525740462821
7|Gravity|[-0.2836453,0.20488194,9.800406]|1525740462821
7|3-axis Accelerometer|[-0.23463176,0.16280572,9.797073]|1525740462826
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462826
7|3-axis Gyroscope|[0.0,0.0021305939,0.0]|1525740462826
7|Game Rotation Vector|[0.0151849035,0.009362762,-0.38261443,0.92373556]|1525740462826
7|Linear Acceleration|[0.048950806,-0.042045653,-0.003334999]|1525740462826
7|Gravity|[-0.28358257,0.20485137,9.800408]|1525740462826
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462831
7|3-axis Gyroscope|[0.0,0.0021305939,-0.0021305939]|1525740462830
7|Game Rotation Vector|[0.015182151,0.009360373,-0.38261446,0.9237356]|1525740462830
7|Linear Acceleration|[0.04888688,-0.042013735,-0.00333786]|1525740462831
7|Gravity|[-0.28351864,0.20481946,9.800411]|1525740462831
7|3-axis Accelerometer|[-0.25378537,0.18674773,9.854534]|1525740462836
7|3-axis Uncalibrated Gyroscope|[0.01065297,-0.0021305939,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462836
7|3-axis Gyroscope|[0.0010652969,0.0021305939,-0.0010652969]|1525740462836
7|Game Rotation Vector|[0.015179377,0.009357979,-0.38261446,0.9237357]|1525740462836
7|Linear Acceleration|[0.029669106,-0.018039465,0.054121017]|1525740462836
7|Gravity|[-0.28345448,0.2047872,9.800413]|1525740462836
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0010652969,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462841
7|3-axis Gyroscope|[0.0021305939,0.0031958907,-0.0010652969]|1525740462841
7|Game Rotation Vector|[0.015184511,0.009360942,-0.38261685,0.9237346]|1525740462840
7|Linear Acceleration|[0.02976185,-0.018109456,0.054124832]|1525740462840
7|Gravity|[-0.28354722,0.20485719,9.800409]|1525740462841
7|3-axis Accelerometer|[-0.22505496,0.16280572,9.854534]|1525740462846
